"id","muestra","feature_id","feature_type","conteo_crudo","microbiota","tipo_tiempo"
"10248","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03300","gene","2","2","inflight3"
"10249","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_GLU","gene-SAR_RS03300","gene","6","2","inflight3"
"10250","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03305","gene","1","2","inflight3"
"10251","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03320","gene","52","2","inflight3"
"10252","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_GLU","gene-SAR_RS03320","gene","2","2","inflight3"
"10253","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03350","gene","10","2","inflight3"
"10254","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03350","gene","141","2","inflight3"
"10255","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_EAR","gene-SAR_RS03350","gene","30","2","inflight3"
"10256","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03360","gene","35","2","inflight3"
"10257","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03360","gene","108","2","inflight3"
"10258","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03370","gene","1","2","inflight3"
"10259","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03370","gene","7","2","inflight3"
"10260","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03400","gene","301","2","inflight3"
"10261","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03400","gene","526","2","inflight3"
"10262","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03405","gene","59","2","inflight3"
"10263","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03405","gene","49","2","inflight3"
"10264","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_GLU","gene-SAR_RS03405","gene","2","2","inflight3"
"10265","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03410","gene","1","2","inflight3"
"10266","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_PIT","gene-SAR_RS03410","gene","1","2","inflight3"
"10267","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03435","gene","1","2","inflight3"
"10268","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03435","gene","13","2","inflight3"
"10269","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03455","gene","104","2","inflight3"
"10270","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03455","gene","186","2","inflight3"
"10271","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03465","gene","48","2","inflight3"
"10272","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03490","gene","24","2","inflight3"
"10273","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03490","gene","37","2","inflight3"
"10274","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03505","gene","104","2","inflight3"
"10275","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03505","gene","233","2","inflight3"
"10276","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03530","gene","6","2","inflight3"
"10277","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03530","gene","1","2","inflight3"
"10278","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03535","gene","1","2","inflight3"
"10279","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03550","gene","19","2","inflight3"
"10280","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03555","gene","12","2","inflight3"
"10281","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03580","gene","1","2","inflight3"
"10282","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03600","gene","1","2","inflight3"
"10283","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS15760","gene","1","2","inflight3"
"10284","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS15760","gene","19","2","inflight3"
"10285","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_TZO","gene-SAR_RS15760","gene","57","2","inflight3"
"10286","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03630","gene","26","2","inflight3"
"10287","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03630","gene","1","2","inflight3"
"10288","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03640","gene","27","2","inflight3"
"10289","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03655","gene","11","2","inflight3"
"10290","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03660","gene","34","2","inflight3"
"10291","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03660","gene","3360","2","inflight3"
"10292","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03665","gene","4","2","inflight3"
"10293","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03665","gene","4","2","inflight3"
"10294","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_EAR","gene-SAR_RS03665","gene","14","2","inflight3"
"10295","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_TZO","gene-SAR_RS03670","gene","72","2","inflight3"
"10296","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_ARM","gene-SAR_RS03670","gene","298","2","inflight3"
"10297","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03685","gene","5","2","inflight3"
"10298","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03685","gene","2","2","inflight3"
"10299","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03730","gene","3","2","inflight3"
"10300","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03730","gene","23","2","inflight3"
"10301","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03750","gene","637","2","inflight3"
"10302","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03750","gene","2589","2","inflight3"
"10303","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_ARM","gene-SAR_RS03750","gene","262","2","inflight3"
"10304","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_EAR","gene-SAR_RS03750","gene","78","2","inflight3"
"10305","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03815","gene","1","2","inflight3"
"10306","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03820","gene","1","2","inflight3"
"10307","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03820","gene","20","2","inflight3"
"10308","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_ARM","gene-SAR_RS03820","gene","5","2","inflight3"
"10309","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03835","gene","64","2","inflight3"
"10310","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03835","gene","69","2","inflight3"
"10311","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03875","gene","23","2","inflight3"
"10312","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03875","gene","39","2","inflight3"
"10313","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03920","gene","39","2","inflight3"
"10314","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_TZO","gene-SAR_RS03920","gene","1","2","inflight3"
"10315","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03935","gene","37","2","inflight3"
"10316","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03935","gene","32","2","inflight3"
"10317","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03940","gene","6","2","inflight3"
"10318","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03940","gene","8","2","inflight3"
"10319","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03970","gene","1","2","inflight3"
"10320","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03990","gene","267","2","inflight3"
"10321","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03990","gene","1340","2","inflight3"
"10322","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_TZO","gene-SAR_RS03990","gene","3","2","inflight3"
"10323","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_GLU","gene-SAR_RS03990","gene","1","2","inflight3"
"10324","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS03995","gene","1","2","inflight3"
"10325","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS03995","gene","308","2","inflight3"
"10326","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_TZO","gene-SAR_RS04030","gene","1","2","inflight3"
"10327","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04045","gene","107","2","inflight3"
"10328","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04045","gene","377","2","inflight3"
"10329","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04050","gene","8","2","inflight3"
"10330","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04100","gene","139","2","inflight3"
"10331","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04100","gene","248","2","inflight3"
"10332","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_GLU","gene-SAR_RS04100","gene","2","2","inflight3"
"10333","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04105","gene","208","2","inflight3"
"10334","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04105","gene","317","2","inflight3"
"10335","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_EAR","gene-SAR_RS04105","gene","26","2","inflight3"
"10336","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_ARM","gene-SAR_RS04115","gene","16","2","inflight3"
"10337","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04140","gene","36","2","inflight3"
"10338","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04140","gene","55","2","inflight3"
"10339","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04145","gene","172","2","inflight3"
"10340","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04145","gene","125","2","inflight3"
"10341","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_GLU","gene-SAR_RS04145","gene","2","2","inflight3"
"10342","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04175","gene","1","2","inflight3"
"10343","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04175","gene","4","2","inflight3"
"10344","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_ORC","gene-SAR_RS04175","gene","1","2","inflight3"
"10345","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_TZO","gene-SAR_RS04175","gene","2","2","inflight3"
"10346","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04190","gene","2","2","inflight3"
"10347","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04200","gene","1416","2","inflight3"
"10348","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04200","gene","2670","2","inflight3"
"10349","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04220","gene","28","2","inflight3"
"10350","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04220","gene","37","2","inflight3"
"10351","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_GLU","gene-SAR_RS04220","gene","2","2","inflight3"
"10352","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_PIT","gene-SAR_RS04220","gene","276","2","inflight3"
"10353","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04225","gene","4544","2","inflight3"
"10354","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04225","gene","21104","2","inflight3"
"10355","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_ORC","gene-SAR_RS04225","gene","10","2","inflight3"
"10356","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_GLU","gene-SAR_RS04225","gene","2","2","inflight3"
"10357","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_PIT","gene-SAR_RS04225","gene","87","2","inflight3"
"10358","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_ARM","gene-SAR_RS04225","gene","13","2","inflight3"
"10359","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_EAR","gene-SAR_RS04225","gene","152","2","inflight3"
"10360","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04230","gene","153","2","inflight3"
"10361","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04230","gene","1089","2","inflight3"
"10362","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04235","gene","13","2","inflight3"
"10363","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04235","gene","130","2","inflight3"
"10364","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_EAR","gene-SAR_RS04235","gene","1","2","inflight3"
"10365","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04240","gene","147","2","inflight3"
"10366","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04240","gene","1082","2","inflight3"
"10367","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_PIT","gene-SAR_RS04240","gene","1","2","inflight3"
"10368","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04245","gene","2943","2","inflight3"
"10369","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04245","gene","13638","2","inflight3"
"10370","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_ORC","gene-SAR_RS04245","gene","1","2","inflight3"
"10371","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_TZO","gene-SAR_RS04245","gene","7","2","inflight3"
"10372","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_GLU","gene-SAR_RS04245","gene","6","2","inflight3"
"10373","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_PIT","gene-SAR_RS04245","gene","160","2","inflight3"
"10374","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_ARM","gene-SAR_RS04245","gene","967","2","inflight3"
"10375","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_EAR","gene-SAR_RS04245","gene","159","2","inflight3"
"10376","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04255","gene","27","2","inflight3"
"10377","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04255","gene","86","2","inflight3"
"10378","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04265","gene","1","2","inflight3"
"10379","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04265","gene","10","2","inflight3"
"10380","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS15010","gene","92121","2","inflight3"
"10381","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS15010","gene","92280","2","inflight3"
"10382","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_TZO","gene-SAR_RS15010","gene","168","2","inflight3"
"10383","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_GLU","gene-SAR_RS15010","gene","91","2","inflight3"
"10384","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_PIT","gene-SAR_RS15010","gene","7986","2","inflight3"
"10385","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_ARM","gene-SAR_RS15010","gene","1953","2","inflight3"
"10386","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_EAR","gene-SAR_RS15010","gene","1816","2","inflight3"
"10387","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04300","gene","329","2","inflight3"
"10388","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04300","gene","24","2","inflight3"
"10389","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04325","gene","216","2","inflight3"
"10390","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04325","gene","811","2","inflight3"
"10391","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_GLU","gene-SAR_RS04400","gene","2","2","inflight3"
"10392","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04405","gene","1","2","inflight3"
"10393","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04405","gene","1","2","inflight3"
"10394","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04425","gene","2","2","inflight3"
"10395","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04425","gene","4","2","inflight3"
"10396","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_EAR","gene-SAR_RS04425","gene","1","2","inflight3"
"10397","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04435","gene","10","2","inflight3"
"10398","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04435","gene","33","2","inflight3"
"10399","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04440","gene","5","2","inflight3"
"10400","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04440","gene","2","2","inflight3"
"10401","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04445","gene","23","2","inflight3"
"10402","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04445","gene","122","2","inflight3"
"10403","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04455","gene","95","2","inflight3"
"10404","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04455","gene","72","2","inflight3"
"10405","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_PIT","gene-SAR_RS04455","gene","3","2","inflight3"
"10406","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04460","gene","1173","2","inflight3"
"10407","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04460","gene","1285","2","inflight3"
"10408","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_TZO","gene-SAR_RS04465","gene","2","2","inflight3"
"10409","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04470","gene","766","2","inflight3"
"10410","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04470","gene","720","2","inflight3"
"10411","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04475","gene","4129","2","inflight3"
"10412","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04475","gene","5839","2","inflight3"
"10413","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_GLU","gene-SAR_RS04475","gene","2","2","inflight3"
"10414","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_ARM","gene-SAR_RS04475","gene","20","2","inflight3"
"10415","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_EAR","gene-SAR_RS04475","gene","95","2","inflight3"
"10416","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04500","gene","4","2","inflight3"
"10417","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_TZO","gene-SAR_RS04500","gene","3","2","inflight3"
"10418","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_TZO","gene-SAR_RS04505","gene","3","2","inflight3"
"10419","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04515","gene","95","2","inflight3"
"10420","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04515","gene","210","2","inflight3"
"10421","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_GLU","gene-SAR_RS04535","gene","2","2","inflight3"
"10422","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04560","gene","16","2","inflight3"
"10423","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04560","gene","34","2","inflight3"
"10424","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04565","gene","6","2","inflight3"
"10425","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04570","gene","3","2","inflight3"
"10426","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04575","gene","1","2","inflight3"
"10427","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04575","gene","1","2","inflight3"
"10428","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04600","gene","31","2","inflight3"
"10429","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04600","gene","37","2","inflight3"
"10430","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_TZO","gene-SAR_RS04600","gene","4","2","inflight3"
"10431","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_ARM","gene-SAR_RS04600","gene","233","2","inflight3"
"10432","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04610","gene","1","2","inflight3"
"10433","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04645","gene","10","2","inflight3"
"10434","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04645","gene","20","2","inflight3"
"10435","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04655","gene","3","2","inflight3"
"10436","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04655","gene","15","2","inflight3"
"10437","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04665","gene","16","2","inflight3"
"10438","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04665","gene","4","2","inflight3"
"10439","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04670","gene","16","2","inflight3"
"10440","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04670","gene","110","2","inflight3"
"10441","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04680","gene","66","2","inflight3"
"10442","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04680","gene","35","2","inflight3"
"10443","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04685","gene","385","2","inflight3"
"10444","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04685","gene","328","2","inflight3"
"10445","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_TZO","gene-SAR_RS04685","gene","3","2","inflight3"
"10446","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04695","gene","1","2","inflight3"
"10447","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04695","gene","1","2","inflight3"
"10448","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_GLU","gene-SAR_RS04695","gene","1","2","inflight3"
"10449","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04700","gene","16","2","inflight3"
"10450","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04700","gene","13","2","inflight3"
"10451","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04705","gene","26","2","inflight3"
"10452","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04705","gene","18","2","inflight3"
"10453","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04730","gene","1","2","inflight3"
"10454","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04740","gene","2","2","inflight3"
"10455","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04760","gene","6","2","inflight3"
"10456","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04760","gene","34","2","inflight3"
"10457","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04770","gene","82","2","inflight3"
"10458","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04770","gene","8","2","inflight3"
"10459","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_PIT","gene-SAR_RS04770","gene","1","2","inflight3"
"10460","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04810","gene","35","2","inflight3"
"10461","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04810","gene","176","2","inflight3"
"10462","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_GLU","gene-SAR_RS04845","gene","2","2","inflight3"
"10463","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04895","gene","2","2","inflight3"
"10464","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_PIT","gene-SAR_RS04895","gene","7","2","inflight3"
"10465","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_WEB","gene-SAR_RS04905","gene","1526","2","inflight3"
"10466","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_NAC","gene-SAR_RS04905","gene","4380","2","inflight3"
"10467","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_GLU","gene-SAR_RS04905","gene","8","2","inflight3"
"10468","GLDS-564_metatranscriptomics_metaT_I4_C002_FD3_PIT","gene-SAR_RS04905","gene","188","2","inflight3"
